type	latitude	longitude	altitude (m)	name	desc	m.data
W	38.375700000	-108.732900000	1645.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Spring Creek Group</td></tr></table>	Spring Creek Group
W	38.392500000	-108.752500000	1630.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Atkinson Creek Group</td></tr></table>	Atkinson Creek Group
W	38.390800000	-108.759400000	1622.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Lucky Dog Mine</td></tr></table>	Lucky Dog Mine
W	38.390800000	-108.758800000	1592.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Lucky Dog Mine Group</td></tr></table>	Lucky Dog Mine Group
W	38.389300000	-108.762300000	1626.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Lucky Dog Mine Group</td></tr></table>	Lucky Dog Mine Group
W	38.390600000	-108.769100000	1691.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Sandy Mine</td></tr></table>	Sandy Mine
W	38.390600000	-108.771400000	1702.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Sandy Mine Group</td></tr></table>	Sandy Mine Group
W	38.396600000	-108.788400000	1775.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Big Dick Mine Group</td></tr></table>	Big Dick Mine Group
W	38.393100000	-108.786800000	1692.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Big Dick Mine</td></tr></table>	Big Dick Mine
W	38.391600000	-108.802300000	1665.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Ophir Mine Group</td></tr></table>	Ophir Mine Group
W	38.390300000	-108.801200000	1705.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Ophir Mine Group</td></tr></table>	Ophir Mine Group
W	38.390600000	-108.794300000	1693.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Ophir Mine Group</td></tr></table>	Ophir Mine Group
W	38.390500000	-108.792000000	1648.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Big Dick Mine Group</td></tr></table>	Big Dick Mine Group
W	38.428900000	-108.820600000	1538.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Adak Mine Group</td></tr></table>	Adak Mine Group
W	38.406300000	-108.815000000	1704.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Black Rock Mine</td></tr></table>	Black Rock Mine
W	38.402600000	-108.811100000	1732.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Cliffdweller Group</td></tr></table>	Cliffdweller Group
W	38.402200000	-108.811600000	1713.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Cliffdweller Group</td></tr></table>	Cliffdweller Group
W	38.405400000	-108.815000000	1685.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Black Rock Mine Group</td></tr></table>	Black Rock Mine Group
W	38.411200000	-108.813100000	1722.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.405200000	-108.814500000	1705.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Cliffdweller Group</td></tr></table>	Cliffdweller Group
W	38.364700000	-108.715500000	1685.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Rock Raven Mine</td></tr></table>	Rock Raven Mine
W	38.445300000	-108.831600000	1482.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Twilight Mines</td></tr></table>	Twilight Mines
W	38.390300000	-108.757700000	1534.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.405100000	-108.800700000	1859.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Golden Cycle Mine</td></tr></table>	Golden Cycle Mine
W	38.447600000	-108.785700000	1586.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.403000000	-108.806500000	1784.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Worcester</td></tr></table>	Worcester
W	38.263000000	-108.698700000	1924.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Bitter Creek Mine Group</td></tr></table>	Bitter Creek Mine Group
W	38.263500000	-108.699300000	1923.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Bitter Creek Mine Group</td></tr></table>	Bitter Creek Mine Group
W	38.269600000	-108.712500000	1927.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Long Park Group</td></tr></table>	Long Park Group
W	38.274200000	-108.693100000	1844.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Long Park Group</td></tr></table>	Long Park Group
W	38.284300000	-108.679100000	1737.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Donna K</td></tr></table>	Donna K
W	38.264400000	-108.700400000	1899.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Bitter Creek</td></tr></table>	Bitter Creek
W	38.272400000	-108.715000000	1955.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Long Park Group</td></tr></table>	Long Park Group
W	38.272800000	-108.715500000	1974.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Long Park Group</td></tr></table>	Long Park Group
W	38.266900000	-108.711200000	1860.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Pie Face Mine</td></tr></table>	Pie Face Mine
W	38.253900000	-108.689900000	1999.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Long Park Group</td></tr></table>	Long Park Group
W	38.252500000	-108.689300000	1948.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Long Park Group</td></tr></table>	Long Park Group
W	38.264900000	-108.703200000	1856.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Bitter Creek Mines Group</td></tr></table>	Bitter Creek Mines Group
W	38.284600000	-108.719200000	1935.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Whitney Mine</td></tr></table>	Whitney Mine
W	38.282400000	-108.721600000	1939.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Long Park Group</td></tr></table>	Long Park Group
W	38.280100000	-108.720500000	1950.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Long Park Group</td></tr></table>	Long Park Group
W	38.278300000	-108.720000000	1968.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Long Park Group</td></tr></table>	Long Park Group
W	38.277900000	-108.722300000	1964.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Long Park Group</td></tr></table>	Long Park Group
W	38.288800000	-108.724800000	1923.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Triangulation Mine</td></tr></table>	Triangulation Mine
W	38.290700000	-108.731600000	1934.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Long Park Group</td></tr></table>	Long Park Group
W	38.292500000	-108.731500000	1935.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Long Park Group</td></tr></table>	Long Park Group
W	38.375000000	-108.733000000	1644.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.392100000	-108.749800000	1651.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.389400000	-108.754200000	1642.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.388200000	-108.751900000	1647.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.390000000	-108.779700000	1694.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.389900000	-108.780800000	1693.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.389800000	-108.781000000	1687.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Club Sandwich Group</td></tr></table>	Club Sandwich Group
W	38.390300000	-108.782300000	1700.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Club Sandwich Group</td></tr></table>	Club Sandwich Group
W	38.390400000	-108.783500000	1662.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Club Sandwich Group</td></tr></table>	Club Sandwich Group
W	38.390500000	-108.783000000	1690.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Club Sandwich Group</td></tr></table>	Club Sandwich Group
W	38.391500000	-108.783100000	1694.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Club Sandwich Mine</td></tr></table>	Club Sandwich Mine
W	38.392800000	-108.783600000	1682.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Club Sandwich Group</td></tr></table>	Club Sandwich Group
W	38.393600000	-108.784700000	1710.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Club Sandwich Group</td></tr></table>	Club Sandwich Group
W	38.393000000	-108.785600000	1689.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Big Dick Group</td></tr></table>	Big Dick Group
W	38.391900000	-108.799500000	1747.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.393100000	-108.800500000	1730.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Ophir Mine</td></tr></table>	Ophir Mine
W	38.394200000	-108.801000000	1731.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Ophir Mine Group</td></tr></table>	Ophir Mine Group
W	38.392100000	-108.800600000	1729.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Bluebird Mine</td></tr></table>	Bluebird Mine
W	38.402200000	-108.810800000	1716.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Cliffdweller Group</td></tr></table>	Cliffdweller Group
W	38.400900000	-108.808500000	1731.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.397900000	-108.802700000	1742.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Nucla Mine</td></tr></table>	Nucla Mine
W	38.398000000	-108.803600000	1737.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Nucla Mine Group</td></tr></table>	Nucla Mine Group
W	38.398000000	-108.803700000	1736.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Nucla Mine Group</td></tr></table>	Nucla Mine Group
W	38.394800000	-108.799000000	1755.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>King Solomon</td></tr></table>	King Solomon
W	38.414900000	-108.815300000	1657.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.432500000	-108.821900000	1610.1		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.426500000	-108.819200000	1595.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.417000000	-108.816800000	1674.0		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>North Star Mine</td></tr></table>	North Star Mine
W	38.417600000	-108.817300000	1661.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>North Star Group</td></tr></table>	North Star Group
W	38.418100000	-108.817500000	1661.5		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>North Star Group</td></tr></table>	North Star Group
W	38.414900000	-108.813800000	1698.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.440000000	-108.824200000	1590.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.442100000	-108.824100000	1627.7		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.426300000	-108.820000000	1587.4		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.425300000	-108.821100000	1547.3		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.427900000	-108.821500000	1458.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Adak Mine Group</td></tr></table>	Adak Mine Group
W	38.390000000	-108.775200000	1703.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Joe Mine</td></tr></table>	Joe Mine
W	38.392500000	-108.791600000	1738.2		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Big Dick Group</td></tr></table>	Big Dick Group
W	38.407000000	-108.812800000	1741.6		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Red Sox Mine</td></tr></table>	Red Sox Mine
W	38.343200000	-108.724000000	1708.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.343500000	-108.723500000	1706.8		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
W	38.342500000	-108.723200000	1710.9		<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>m.data</b></td><td>Unknown</td></tr></table>	Unknown
